,DISTNAME,DISTRICT_id,District 2022-23 Total Students Count,District 2023 Staff: All Staff Total Full Time Equiv Count,District 2022-23 African American Students Percent,District 2022-23 American Indian Students Percent,District 2022-23 Asian Students Percent,District 2022-23 Hispanic Students Percent,District 2022-23 Pacific Islander Students Percent,District 2022-23 White Students Percent,District 2022-23 Two or More Races Students Percent,District 2022-23 Economically Disadvantaged Students Percent,District 2022-23 Title I Students percent,District 2022-23 Special Education Students Percent,District 2022-23 Section 504 Students Percent,District 2022-23 Bilingual/ESL Education Students Percent,District 2022-23 Emergent Bilingual/English Learner Students Percent,District 2022-23 Homeless Students Percent,District 2022-23 Immigrant Students Percent,District 2022-23 Migrant Students Percent,District 2022-23 Military Connected Students Percent,District 2022-23 Foster Care Students Percent,District 2022-23 Gifted & Talented Education Students Percent,District 2023 Staff: Teacher Student Ratio
927,FORT STOCKTON ISD,186902,2187,350.2,0.4,0.3,0.8,88.8,0.1,9.1,0.6,70.6,100.0,14.8,3.9,11.5,12.3,0.0,0.7,0.5,0.1,0.0,4.5,14.2
928,IRAAN-SHEFFIELD COLLEGIATE ISD,186903,335,74.7,0.6,0.0,1.2,69.9,0.0,28.4,0.0,60.3,100.0,13.1,4.8,14.0,14.0,0.0,0.0,0.0,3.0,0.0,6.0,10.8
929,BIG SANDY ISD,187901,512,91.0,1.4,19.7,0.2,8.2,0.2,65.8,4.5,62.5,100.0,16.4,13.7,0.4,0.2,2.3,0.0,0.0,0.4,0.0,6.3,12.3
930,GOODRICH ISD,187903,262,46.9,13.7,0.4,0.4,44.7,0.0,35.9,5.0,84.4,100.0,9.9,3.4,20.2,20.2,0.4,0.0,0.0,1.5,0.0,0.4,12.2
931,CORRIGAN-CAMDEN ISD,187904,836,146.5,18.3,0.1,0.8,39.8,0.1,34.4,6.3,68.7,100.0,14.4,7.5,8.9,9.3,0.0,0.6,0.8,1.4,0.4,9.2,12.0
932,LEGGETT ISD,187906,223,32.8,9.4,0.0,0.0,20.6,0.0,66.8,3.1,83.0,100.0,17.0,7.2,2.7,2.7,0.0,0.0,0.0,0.0,0.0,6.7,15.3
933,LIVINGSTON ISD,187907,4061,507.1,8.8,0.2,0.6,28.3,0.0,57.4,4.7,65.4,49.9,15.4,8.9,10.2,10.5,1.5,0.1,0.0,0.1,0.0,3.8,16.4
934,ONALASKA ISD,187910,1239,195.9,2.7,0.2,1.5,12.3,0.0,78.8,4.5,65.2,100.0,15.0,4.9,1.9,1.9,0.9,0.0,0.0,3.1,0.0,4.5,14.1
935,AMARILLO ISD,188901,30342,4222.3,10.3,0.5,4.9,46.9,0.1,34.1,3.2,71.1,80.0,15.6,4.8,17.9,17.9,3.9,1.0,0.3,0.3,0.1,5.4,14.5
936,RIVER ROAD ISD,188902,1297,234.3,1.6,0.2,1.2,31.3,0.0,62.6,3.1,67.1,45.0,18.2,7.9,6.4,6.8,2.4,0.0,0.0,5.6,0.7,2.9,11.7
937,HIGHLAND PARK ISD,188903,789,127.8,2.5,0.6,5.3,45.0,0.0,43.5,3.0,50.2,99.9,14.3,10.8,7.6,8.2,0.6,0.0,0.0,1.3,0.5,4.3,11.8
938,BUSHLAND ISD,188904,1511,197.7,1.2,0.2,0.5,18.8,0.2,75.5,3.6,15.7,35.3,15.6,11.6,0.9,0.9,0.8,0.0,0.0,14.0,0.2,8.1,12.2
939,MARFA ISD,189901,233,55.8,0.9,0.0,0.0,91.8,0.0,6.9,0.4,48.5,100.0,15.5,0.4,16.3,16.7,0.0,3.4,0.0,1.7,0.0,0.4,9.0
940,PRESIDIO ISD,189902,1020,201.7,0.3,0.2,0.9,98.1,0.0,0.4,0.1,93.7,100.0,8.6,1.2,62.7,63.2,0.0,5.1,0.3,0.2,0.0,10.2,13.9
941,RAINS ISD,190903,1754,316.2,2.9,1.1,0.5,19.4,0.2,71.7,4.2,62.5,100.0,15.1,13.7,7.7,8.2,2.5,0.2,0.1,7.7,0.2,6.4,12.7
942,CANYON ISD,191901,11075,1429.3,3.2,0.5,1.7,29.8,0.1,62.3,2.5,36.4,31.2,13.4,9.2,3.5,3.6,1.7,0.2,0.0,2.1,0.6,4.5,15.0
943,REAGAN COUNTY ISD,192901,801,161.7,0.0,0.0,0.7,84.5,0.0,14.4,0.4,63.7,71.8,12.2,8.1,18.1,19.0,0.2,1.1,0.0,1.5,0.1,6.5,10.0
945,LEAKEY ISD,193902,361,68.8,0.3,0.0,0.0,33.5,0.0,63.2,3.0,51.5,100.0,16.3,7.2,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.2,12.2
946,AVERY ISD,194902,335,67.3,1.2,1.5,0.6,9.0,0.3,79.1,8.4,63.6,100.0,14.0,11.6,1.2,1.2,4.5,0.0,0.0,6.6,0.0,6.3,9.6
947,RIVERCREST ISD,194903,700,123.5,4.0,0.7,0.0,19.0,0.0,70.1,6.1,67.1,47.7,11.6,15.0,6.3,6.4,1.6,0.3,0.0,0.6,0.3,8.3,9.6
948,CLARKSVILLE ISD,194904,522,115.5,46.4,0.2,0.0,25.7,0.0,18.4,9.4,94.8,100.0,16.7,8.6,10.9,11.1,1.3,0.8,0.0,0.2,0.0,7.3,11.5
949,DETROIT ISD,194905,490,132.5,4.3,0.8,0.2,7.3,0.2,81.8,5.3,70.6,100.0,17.6,14.9,0.4,0.4,1.0,0.0,0.2,1.8,0.0,6.1,9.7
950,PECOS-BARSTOW-TOYAH ISD,195901,2776,447.0,0.8,0.3,1.8,91.2,0.1,5.8,0.1,71.9,100.0,11.1,2.8,12.8,16.3,0.0,0.0,0.0,0.0,0.0,2.9,14.5
951,BALMORHEA ISD,195902,144,39.0,0.0,0.0,0.0,84.7,0.0,13.9,1.4,82.6,100.0,12.5,3.5,10.4,11.1,0.0,0.0,0.0,6.3,0.0,0.7,7.2
952,AUSTWELL-TIVOLI ISD,196901,144,37.2,1.4,0.0,0.0,65.3,0.0,33.3,0.0,59.0,100.0,25.7,4.2,2.1,2.1,0.0,0.0,0.0,0.0,0.0,4.2,6.8
953,WOODSBORO ISD,196902,427,62.5,3.3,0.0,0.0,59.0,0.0,37.2,0.5,60.0,48.2,20.1,10.5,0.9,0.9,3.3,0.0,0.2,4.7,0.2,4.9,10.5
954,REFUGIO ISD,196903,654,146.0,7.5,0.6,0.2,70.0,0.0,20.5,1.2,67.9,100.0,19.1,12.1,6.0,6.0,1.1,0.0,0.0,0.2,0.2,2.3,11.5
955,MIAMI ISD,197902,206,43.1,0.0,0.5,0.5,13.6,0.0,83.5,1.9,36.9,100.0,9.2,14.1,1.0,1.0,1.9,0.0,0.0,0.0,0.5,4.9,9.2
956,BREMOND ISD,198901,508,79.4,14.4,0.2,0.8,16.3,0.0,64.4,3.9,55.9,41.7,12.4,10.4,3.9,3.9,0.0,0.0,0.0,0.2,0.8,2.6,11.7
957,CALVERT ISD,198902,134,40.4,70.9,0.0,0.0,18.7,0.7,7.5,2.2,91.8,100.0,15.7,3.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,1.5,6.9
958,FRANKLIN ISD,198903,1353,269.6,7.0,0.3,1.6,19.1,0.2,68.6,3.2,39.8,39.5,14.3,14.4,3.5,3.5,0.1,0.0,0.0,5.8,0.9,6.7,10.7
959,HEARNE ISD,198905,751,177.6,43.4,0.0,0.1,44.5,0.0,8.1,3.9,94.7,100.0,19.0,4.1,19.6,20.0,0.0,0.4,0.0,0.9,0.4,3.6,11.6
960,MUMFORD ISD,198906,600,74.2,4.5,0.3,0.3,51.3,0.0,42.0,1.5,63.7,60.7,9.2,3.5,19.2,20.2,0.0,0.0,0.0,0.0,0.0,19.7,14.7
961,ROCKWALL ISD,199901,18384,2126.8,11.0,0.6,3.3,24.4,0.2,55.8,4.8,27.6,18.8,13.6,11.4,9.4,9.6,0.1,0.6,0.0,8.4,0.4,8.4,16.4
962,ROYSE CITY ISD,199902,8521,1141.5,13.0,0.6,1.5,35.7,0.2,45.0,4.0,42.1,44.0,15.5,9.9,14.3,15.0,0.2,0.9,0.0,10.0,0.4,7.2,15.0
963,BALLINGER ISD,200901,817,156.7,1.0,0.1,0.5,48.1,0.0,47.6,2.7,60.1,99.3,15.8,8.9,2.2,2.2,0.7,0.1,0.2,3.2,0.5,4.8,10.7
964,MILES ISD,200902,512,82.7,1.2,0.2,0.0,35.4,0.0,61.7,1.6,40.6,54.5,10.7,13.3,9.0,9.0,2.7,3.1,2.9,4.3,1.0,7.6,11.1
965,WINTERS ISD,200904,561,120.8,0.9,0.0,0.4,58.5,0.2,37.3,2.9,70.4,99.6,15.3,11.8,2.9,3.0,1.1,0.0,0.0,0.4,0.9,10.0,10.1
966,OLFEN ISD,200906,132,23.9,0.8,0.0,0.0,39.4,0.0,58.3,1.5,75.8,94.7,15.9,9.1,1.5,1.5,9.8,0.0,0.0,2.3,0.0,3.8,10.6
967,HENDERSON ISD,201902,3400,549.2,18.6,0.3,0.6,34.2,0.1,42.1,4.1,62.7,69.4,14.7,8.4,16.8,17.1,0.4,0.5,0.0,1.0,0.4,7.0,14.0
968,LANEVILLE ISD,201903,150,33.8,34.0,0.0,0.0,31.3,0.0,27.3,7.3,72.7,100.0,16.7,6.0,15.3,15.3,0.7,0.0,0.0,2.0,1.3,0.7,9.6
969,LEVERETTS CHAPEL ISD,201904,234,46.8,7.7,0.0,0.0,44.9,0.0,42.7,4.7,71.4,100.0,14.5,10.3,28.2,28.2,0.0,0.0,0.0,1.3,0.0,0.0,8.9
970,MOUNT ENTERPRISE ISD,201907,496,79.0,9.9,0.2,1.6,11.1,0.4,72.6,4.2,66.1,100.0,15.1,8.1,5.4,5.4,0.0,0.0,0.4,0.8,0.0,5.2,11.7
971,OVERTON ISD,201908,494,96.9,10.3,0.4,0.4,11.3,0.4,71.3,5.9,69.0,99.6,16.4,12.6,2.8,2.8,2.0,0.4,0.0,5.7,1.4,8.9,10.1
972,TATUM ISD,201910,1476,209.9,15.0,0.1,0.3,33.7,0.0,46.7,4.1,59.6,100.0,11.1,8.6,15.0,16.1,0.1,0.0,0.0,1.8,0.4,9.3,13.7
973,CARLISLE ISD,201913,623,123.6,4.2,0.2,0.2,54.4,0.0,39.2,1.9,82.3,100.0,12.5,5.3,35.5,37.6,0.3,0.0,0.0,1.9,0.0,4.7,10.3
974,WEST RUSK COUNTY CONSOLIDATED ISD,201914,1048,165.8,10.4,0.7,0.2,28.9,0.1,54.7,5.1,75.5,100.0,13.9,7.4,13.1,13.5,4.2,1.2,0.5,0.0,0.1,6.2,13.6
975,HEMPHILL ISD,202903,840,156.8,8.2,0.4,0.6,8.3,0.4,73.3,8.8,63.7,99.9,13.5,7.6,1.7,1.7,2.5,0.0,0.0,0.0,0.0,5.1,10.4
976,WEST SABINE ISD,202905,608,94.6,9.2,0.5,0.0,5.8,0.0,80.8,3.8,72.2,100.0,14.3,9.0,0.7,0.7,0.2,0.0,0.2,2.1,0.3,5.3,11.4
977,SAN AUGUSTINE ISD,203901,657,136.2,53.0,0.0,0.2,26.0,0.0,17.4,3.5,86.1,100.0,16.4,9.1,16.9,16.4,0.0,0.3,1.4,0.0,1.1,3.5,12.5
978,BROADDUS ISD,203902,383,71.6,1.6,0.0,0.3,8.9,0.0,85.6,3.7,79.4,100.0,15.7,12.3,3.4,3.4,2.9,0.0,1.6,2.6,0.0,10.2,10.9
979,COLDSPRING-OAKHURST CISD,204901,1622,288.5,15.1,0.4,0.3,12.1,0.1,67.0,5.1,62.1,100.0,14.9,5.5,1.7,1.8,0.9,0.2,0.0,0.4,0.3,7.2,13.5
980,SHEPHERD ISD,204904,1958,289.9,4.2,0.1,0.2,41.8,0.0,48.1,5.6,81.9,69.1,12.5,7.0,21.2,22.1,2.8,0.8,0.0,3.6,0.1,5.9,15.1
981,ARANSAS PASS ISD,205901,1700,273.6,1.6,0.0,0.5,66.9,0.1,28.5,2.4,66.1,100.0,10.5,8.7,8.6,8.9,7.6,0.5,0.2,0.9,0.9,4.3,14.4
982,GREGORY-PORTLAND ISD,205902,4937,736.6,1.3,0.2,2.2,60.5,0.2,33.6,2.0,51.3,35.9,14.8,9.0,5.5,5.8,0.1,0.7,0.1,4.2,0.3,6.6,14.4
983,INGLESIDE ISD,205903,2023,287.9,1.3,0.6,0.6,53.4,0.1,41.8,2.2,66.9,100.0,17.1,7.5,9.6,9.8,0.9,0.9,0.0,1.5,0.4,2.8,15.8
984,MATHIS ISD,205904,1485,248.8,0.7,0.1,0.2,87.1,0.0,11.4,0.5,85.3,100.0,15.6,8.9,0.7,1.1,1.5,0.0,0.3,0.3,0.7,4.4,14.4
985,ODEM-EDROY ISD,205905,897,159.5,0.3,0.0,0.1,84.6,0.0,14.3,0.7,67.8,99.9,8.6,11.5,2.9,2.9,1.2,0.0,0.0,1.0,0.0,8.5,12.9
986,SINTON ISD,205906,2071,341.9,1.1,0.2,0.4,81.5,0.0,16.3,0.6,70.1,98.2,16.1,12.2,1.6,1.8,0.2,0.1,0.1,1.2,0.2,5.4,13.1
987,TAFT ISD,205907,822,163.9,0.6,0.2,0.0,89.7,0.1,8.9,0.5,88.0,70.6,12.3,9.5,2.6,2.6,1.7,0.2,1.1,1.9,0.0,3.8,11.7
988,SAN SABA ISD,206901,684,133.8,0.0,0.0,0.6,59.8,0.1,38.3,1.2,74.9,100.0,14.2,8.6,24.3,24.6,0.1,0.0,0.3,1.3,0.6,7.0,9.3
989,RICHLAND SPRINGS ISD,206902,139,33.6,0.7,0.7,0.0,14.4,0.0,84.2,0.0,57.6,99.3,18.0,16.5,1.4,1.4,1.4,0.0,0.0,2.2,0.0,8.6,9.3
990,CHEROKEE ISD,206903,139,32.0,4.3,2.2,0.0,17.3,0.0,74.8,1.4,59.7,100.0,12.2,11.5,0.7,0.7,0.7,0.0,0.0,7.9,0.7,7.9,7.1
991,SCHLEICHER ISD,207901,476,98.3,0.2,0.0,0.0,71.8,0.0,26.9,1.1,65.8,99.8,11.6,7.8,12.8,11.3,1.7,0.6,0.8,5.3,0.2,6.9,8.9
992,HERMLEIGH ISD,208901,243,41.2,1.2,0.0,0.0,38.3,0.0,58.8,1.6,45.7,100.0,10.3,7.8,6.2,6.2,5.8,0.0,0.0,0.0,0.0,11.9,10.5
993,SNYDER ISD,208902,2560,387.1,2.0,0.2,1.0,65.5,0.1,29.5,1.8,71.5,49.4,13.2,4.5,15.4,12.9,0.5,0.5,1.0,0.3,1.1,4.9,13.1
994,IRA ISD,208903,267,37.3,0.4,0.0,0.0,22.1,0.0,76.4,1.1,23.6,0.0,7.1,4.5,1.5,1.5,0.7,0.0,0.0,0.0,0.0,1.1,11.4
995,ALBANY ISD,209901,498,83.9,0.8,0.4,0.6,20.7,0.2,74.1,3.2,44.2,100.0,13.9,9.8,2.8,2.8,2.0,0.2,0.0,3.8,1.6,4.4,11.4
996,MORAN ISD,209902,106,27.8,0.0,0.0,0.0,12.3,0.9,84.9,1.9,89.6,100.0,22.6,14.2,0.0,0.0,13.2,0.0,0.0,0.0,0.9,0.9,6.3
997,CENTER ISD,210901,2491,385.1,19.9,0.4,3.6,44.7,0.2,28.4,2.9,77.7,100.0,13.2,7.8,33.3,33.9,0.9,0.4,0.8,0.3,0.4,2.0,14.3
998,JOAQUIN ISD,210902,711,113.8,4.9,0.4,0.3,12.7,0.0,78.8,3.0,62.6,48.2,25.7,12.8,6.6,6.9,0.3,0.0,0.8,4.5,0.3,5.2,12.8
999,SHELBYVILLE ISD,210903,831,130.9,12.9,0.0,0.1,11.7,0.0,72.7,2.6,57.0,100.0,13.5,7.0,5.3,5.3,0.0,0.0,0.5,0.0,0.0,5.4,12.3
1000,TENAHA ISD,210904,455,82.2,25.7,0.0,0.0,53.6,0.0,19.1,1.5,92.1,99.8,17.8,3.5,25.7,25.9,5.1,0.0,0.9,1.1,0.0,2.6,11.2
1001,TIMPSON ISD,210905,705,114.7,21.8,0.0,0.3,15.2,0.0,58.2,4.5,64.3,99.7,15.7,14.5,7.9,7.2,0.0,0.0,0.1,0.0,0.7,2.8,10.9
1002,EXCELSIOR ISD,210906,74,23.2,2.7,0.0,0.0,13.5,0.0,83.8,0.0,75.7,100.0,16.2,6.8,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1003,TEXHOMA ISD,211901,107,27.8,0.0,0.0,0.0,56.1,0.0,42.1,1.9,63.6,100.0,12.1,4.7,30.8,30.8,0.9,0.0,0.0,0.0,0.0,2.8,9.2
1004,STRATFORD ISD,211902,575,92.8,0.2,0.3,0.2,62.4,0.0,34.6,2.3,60.2,99.5,11.3,2.8,26.1,27.1,0.0,5.6,4.3,0.5,0.0,1.2,10.4
1007,ARP ISD,212901,985,158.4,11.8,0.2,0.4,15.0,0.1,66.8,5.7,54.6,100.0,12.8,12.8,3.9,3.9,0.3,0.2,0.0,1.7,0.3,6.3,12.3
1008,BULLARD ISD,212902,2886,418.1,4.0,0.2,0.4,8.5,0.0,84.2,2.7,30.8,54.7,13.1,13.1,2.8,3.2,0.4,0.4,0.0,8.9,0.8,7.7,13.7
1009,LINDALE ISD,212903,4469,691.3,5.4,0.5,1.3,18.7,0.0,68.8,5.3,44.7,100.0,17.6,9.7,4.1,4.2,0.9,0.2,0.0,7.6,0.6,6.8,14.4
1010,TROUP ISD,212904,1087,181.8,10.2,0.5,0.6,13.2,0.2,71.5,3.9,53.9,100.0,11.7,13.4,4.2,4.2,0.6,0.0,0.0,4.0,0.9,7.1,12.0
1011,TYLER ISD,212905,18328,2594.7,25.8,0.3,1.3,47.8,0.0,21.5,3.2,75.8,100.0,10.9,9.8,25.0,25.0,1.8,0.6,0.0,1.0,0.3,9.5,15.0
1012,WHITEHOUSE ISD,212906,4916,706.4,13.2,0.3,3.0,15.3,0.1,62.6,5.5,50.3,45.5,14.3,12.8,4.9,5.0,1.7,0.7,0.0,2.6,0.8,10.1,13.8
1013,CHAPEL HILL ISD,212909,3308,549.6,17.4,0.1,0.5,52.6,0.1,24.8,4.5,79.2,52.7,16.4,10.3,26.7,26.8,1.2,0.5,0.0,0.5,0.6,7.3,13.6
1014,WINONA ISD,212910,1104,212.8,19.4,0.2,0.5,34.8,0.2,41.4,3.6,87.0,100.0,17.8,11.8,17.4,17.7,1.7,0.0,0.0,0.2,1.4,4.6,11.9
1016,GLEN ROSE ISD,213901,1967,272.2,0.7,0.6,1.0,28.3,0.1,66.5,2.9,43.0,24.2,12.2,10.8,10.1,10.1,0.9,1.2,0.0,6.5,0.3,7.0,12.9
1017,RIO GRANDE CITY GRULLA ISD,214901,9644,1916.8,0.0,0.0,0.2,99.5,0.0,0.3,0.0,96.3,100.0,9.8,6.0,85.8,78.6,0.9,0.5,10.0,1.0,0.1,18.2,13.2
1018,SAN ISIDRO ISD,214902,181,53.9,0.0,0.0,0.0,98.3,0.0,1.7,0.0,98.9,100.0,13.8,5.5,15.5,15.5,0.0,0.0,0.0,3.9,0.0,2.2,9.7
1019,ROMA ISD,214903,5977,1082.4,0.0,0.0,0.0,99.5,0.0,0.5,0.0,85.9,100.0,9.6,10.1,86.4,83.0,0.5,0.4,0.9,0.0,0.0,9.9,13.8
1020,BRECKENRIDGE ISD,215901,1409,242.0,1.3,1.0,1.0,38.2,0.0,56.5,2.1,68.8,48.6,15.0,9.9,7.6,7.9,2.5,0.4,0.0,0.3,0.1,6.1,12.8
1021,STERLING CITY ISD,216901,351,60.0,0.0,0.0,0.3,44.4,0.0,53.3,2.0,47.0,96.9,20.5,9.1,10.8,10.5,0.0,0.0,0.0,0.9,0.9,2.0,11.6
1022,ASPERMONT ISD,217901,199,42.7,1.0,0.0,2.5,29.1,0.0,66.8,0.5,52.8,48.2,14.6,8.5,2.5,2.5,4.5,0.0,0.0,1.0,0.0,4.5,9.1
1023,SONORA ISD,218901,675,114.3,0.0,0.0,0.9,77.5,0.0,21.2,0.4,53.8,100.0,13.8,3.0,16.9,16.9,0.3,0.4,0.1,0.1,0.0,2.2,10.5
1024,HAPPY ISD,219901,270,46.8,0.4,0.0,0.0,13.7,0.0,83.7,2.2,35.9,100.0,12.2,11.1,4.8,4.8,1.1,0.0,0.0,1.1,0.0,3.0,10.8
1025,TULIA ISD,219903,896,201.6,8.8,0.2,0.0,67.4,0.1,22.7,0.8,81.6,100.0,15.6,6.7,8.3,8.7,3.6,0.3,0.0,0.8,0.6,3.5,10.4
1026,KRESS ISD,219905,279,53.7,5.4,0.0,0.0,55.2,1.1,38.0,0.4,64.2,100.0,10.8,9.7,6.8,6.8,0.0,0.0,0.0,0.0,0.7,1.4,10.4
1037,ARLINGTON ISD,220901,56167,7909.2,26.8,0.4,5.0,48.0,0.2,16.6,3.0,75.3,60.2,10.8,4.7,30.8,30.9,3.0,2.5,0.0,1.7,0.1,10.6,14.5
1038,BIRDVILLE ISD,220902,22637,2991.3,9.8,0.4,4.5,45.6,0.5,35.4,3.9,63.4,54.1,12.8,9.5,24.8,25.0,0.8,2.0,0.0,0.7,0.2,7.0,15.0
1039,EVERMAN ISD,220904,5354,861.6,34.1,0.2,0.9,59.3,0.1,3.5,1.8,92.8,100.0,12.5,7.0,36.2,36.5,1.4,1.6,0.2,0.7,0.1,3.9,13.6
1040,FORT WORTH ISD,220905,72783,9956.3,20.1,0.2,1.7,65.0,0.1,11.1,1.8,84.5,96.4,11.7,6.4,37.9,39.1,3.0,3.6,0.0,2.4,0.0,12.1,14.7
1041,GRAPEVINE-COLLEYVILLE ISD,220906,13772,1906.1,7.5,0.3,10.3,24.8,0.3,51.2,5.5,25.6,14.6,11.4,9.3,11.9,11.3,1.3,1.6,0.0,6.2,0.1,18.8,13.9
1042,KELLER ISD,220907,34078,4323.9,11.2,0.3,9.1,24.1,0.2,48.9,6.2,32.5,18.0,13.9,11.9,10.9,11.4,0.5,1.2,0.0,12.0,0.1,8.6,13.8
1043,MANSFIELD ISD,220908,35722,4622.9,32.7,0.3,8.2,26.8,0.1,26.7,5.1,48.3,48.2,11.5,7.2,14.1,13.9,0.4,1.5,0.0,4.6,0.2,6.8,14.8
1044,LAKE WORTH ISD,220910,3447,596.4,25.2,0.7,1.5,53.3,0.2,15.3,3.9,90.4,100.0,12.3,4.6,24.9,25.9,1.0,3.0,0.0,3.0,0.2,3.4,13.5
1045,CROWLEY ISD,220912,16729,2080.9,48.6,0.4,3.5,32.6,0.2,10.3,4.3,75.6,100.0,12.7,7.3,17.5,17.6,0.2,0.4,0.0,1.3,0.3,8.3,13.4
1046,KENNEDALE ISD,220914,2855,385.6,26.5,0.1,3.4,30.2,0.4,34.1,5.4,58.0,100.0,10.1,10.1,12.3,12.4,0.9,1.4,0.0,9.6,0.9,9.2,13.8
1047,AZLE ISD,220915,7089,1017.9,1.3,0.3,0.4,28.5,0.1,65.2,4.3,50.9,55.4,14.7,10.4,7.8,8.1,1.8,0.4,0.0,4.7,0.2,4.6,14.7
1048,HURST-EULESS-BEDFORD ISD,220916,22947,2728.6,21.5,0.3,9.0,31.0,2.7,29.2,6.3,60.8,47.4,13.2,6.8,21.1,22.0,2.4,3.6,0.0,4.4,0.1,6.8,15.8
1049,CASTLEBERRY ISD,220917,3710,582.7,2.3,0.1,0.2,83.3,0.2,12.6,1.3,87.7,100.0,15.1,6.2,38.9,38.6,0.8,1.8,0.1,1.8,0.5,7.5,14.4
1050,EAGLE MT-SAGINAW ISD,220918,23196,2843.7,17.7,0.3,5.3,39.3,0.3,32.5,4.6,50.8,30.4,13.7,8.0,14.3,14.9,0.4,0.5,0.0,7.7,0.2,7.1,15.2
1051,CARROLL ISD,220919,8471,1000.7,1.9,0.2,22.9,10.9,0.1,57.8,6.1,1.3,1.0,8.0,10.9,3.8,3.9,0.0,1.1,0.0,1.7,0.1,24.3,15.1
1052,WHITE SETTLEMENT ISD,220920,6972,855.0,11.2,0.4,1.5,45.2,0.3,35.7,5.6,61.2,98.2,13.0,10.9,17.5,15.5,0.2,0.9,0.0,4.0,0.2,6.3,15.4
1054,ABILENE ISD,221901,15253,2473.7,12.9,0.2,1.3,46.4,0.2,34.4,4.5,72.1,45.0,16.6,5.3,6.2,6.2,5.6,2.3,0.0,7.4,1.1,8.9,14.6
1055,MERKEL ISD,221904,1140,198.1,1.1,0.7,0.0,26.1,0.0,69.5,2.6,54.6,50.8,20.5,8.1,2.5,2.5,1.8,0.0,0.0,5.4,1.3,4.0,11.5
1056,TRENT ISD,221905,131,34.1,5.3,0.0,0.0,20.6,0.0,72.5,1.5,67.2,99.2,24.4,4.6,2.3,2.3,1.5,0.0,0.0,2.3,0.0,4.6,7.6
1057,JIM NED CISD,221911,1624,196.1,0.8,0.4,0.2,14.8,0.1,81.4,2.3,22.1,24.9,11.8,7.7,0.5,0.5,0.3,0.0,0.0,9.5,0.7,8.5,14.1
1058,WYLIE ISD,221912,5419,682.9,4.7,0.2,2.9,23.6,0.1,63.4,5.1,24.2,5.7,11.2,7.5,2.4,2.5,0.1,0.1,0.0,20.9,0.6,7.2,15.3
1059,TERRELL COUNTY ISD,222901,129,34.0,0.8,0.0,0.0,60.5,0.0,36.4,2.3,52.7,100.0,20.2,3.1,3.9,3.9,0.8,0.0,0.0,0.0,0.0,10.9,8.5
1060,BROWNFIELD ISD,223901,1647,307.9,2.6,0.2,0.4,78.1,0.1,17.6,1.2,84.3,100.0,17.6,5.3,9.9,10.0,2.7,1.2,9.0,2.7,0.3,4.1,12.7
1061,MEADOW ISD,223902,253,45.6,0.0,0.4,0.0,73.5,0.4,24.1,1.6,71.5,100.0,13.4,8.7,5.9,5.9,0.0,0.4,24.5,3.2,0.4,5.5,10.5
1062,WELLMAN-UNION CISD,223904,286,51.2,0.7,0.3,0.7,37.4,0.0,60.8,0.0,53.8,100.0,10.1,6.3,13.3,14.0,2.1,2.4,3.8,4.9,0.0,4.5,10.7
1063,THROCKMORTON COLLEGIATE ISD,224901,158,34.8,2.5,0.0,0.0,15.8,0.0,81.6,0.0,59.5,100.0,7.6,15.8,0.0,0.0,18.4,0.0,0.0,4.4,0.6,5.1,7.5
1064,WOODSON ISD,224902,162,30.2,0.0,0.0,0.0,19.1,0.0,79.6,1.2,52.5,100.0,16.7,11.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,3.1,11.3
1065,MOUNT PLEASANT ISD,225902,5186,836.0,10.9,0.2,0.6,71.1,0.1,15.8,1.4,82.2,55.4,15.9,12.4,55.7,49.4,0.7,0.9,0.1,1.9,0.4,7.9,13.0
1066,CHAPEL HILL ISD,225906,1061,176.0,2.5,0.2,0.8,40.2,0.1,53.5,2.6,48.9,100.0,13.9,11.8,16.2,16.6,0.0,0.1,0.0,0.0,0.1,7.9,12.1
1067,HARTS BLUFF ISD,225907,868,136.6,1.4,0.0,0.8,52.0,0.0,43.7,2.2,56.1,79.5,9.4,16.8,37.6,32.7,2.9,0.9,0.1,1.5,0.2,2.5,13.2
1069,CHRISTOVAL ISD,226901,613,83.3,0.0,0.2,0.2,25.6,0.0,71.8,2.3,26.1,44.4,14.5,3.4,0.3,0.8,2.8,0.0,0.0,8.2,0.0,4.6,11.2
1070,SAN ANGELO ISD,226903,13548,1789.2,3.3,0.2,1.1,61.9,0.1,30.4,3.0,61.5,77.1,13.0,6.5,6.0,6.1,1.0,0.9,0.1,5.5,0.5,4.5,15.4
1071,WATER VALLEY ISD,226905,343,61.3,1.5,0.0,0.0,28.0,0.0,62.7,7.9,52.8,96.8,24.8,6.4,2.9,3.2,0.9,0.0,0.0,0.6,0.0,3.8,9.6
1072,WALL ISD,226906,1312,204.6,0.2,0.3,0.0,19.7,0.2,77.9,1.8,16.6,50.0,9.3,9.6,1.2,1.2,0.5,0.1,0.4,9.6,0.2,10.1,10.5
1073,GRAPE CREEK ISD,226907,1172,173.0,0.6,0.2,0.1,46.2,0.3,49.6,3.1,67.4,72.4,21.2,5.9,5.5,5.5,0.4,0.0,0.0,5.1,0.5,7.3,12.7
